,Total
6/25/14 20:59,41711.75
6/25/14 21:59,33155.13
6/25/14 22:59,28322.71
6/25/14 23:59,25656.28
6/26/14 00:59,23592.52
6/26/14 01:59,22137.52
6/26/14 02:59,21051.52
6/26/14 03:59,23838.79
6/26/14 04:59,26680.49
6/26/14 05:59,26532.73
6/26/14 06:59,30219.29
6/26/14 07:59,35907.38
6/26/14 08:59,39092.34
6/26/14 09:59,40625.55
6/26/14 10:59,44343.49
6/26/14 11:59,45292.84
6/26/14 12:59,40410.81
6/26/14 13:59,33894.77
6/26/14 14:59,32285.63
6/26/14 15:59,31922.1
6/26/14 16:59,31571.24
6/26/14 17:59,34152.58
6/26/14 18:59,37618.72
6/26/14 19:59,41919.77
6/26/14 20:59,40786.42
6/26/14 21:59,30427.52
6/26/14 22:59,26305.49
6/26/14 23:59,25102.33
6/27/14 00:59,23436.48
6/27/14 01:59,22156.7
6/27/14 02:59,20979.22
6/27/14 03:59,20806.94
6/27/14 04:59,21487.12
6/27/14 05:59,21644.61
6/27/14 06:59,23822.58
6/27/14 07:59,29076.91
6/27/14 08:59,34818.29
6/27/14 09:59,39976.28
6/27/14 10:59,48104.57
6/27/14 11:59,53999.93
6/27/14 12:59,50516.34
6/27/14 13:59,37558.77
6/27/14 14:59,30458.35
6/27/14 15:59,29127.26
6/27/14 16:59,31094.6
6/27/14 17:59,32645.94
6/27/14 18:59,35656.83
6/27/14 19:59,40124.16
6/27/14 20:59,38749.46
6/27/14 21:59,32800.7
6/27/14 22:59,26764.9
6/27/14 23:59,24027.5
6/28/14 00:59,22258.72
6/28/14 01:59,21138.71
6/28/14 02:59,20732.2
6/28/14 03:59,23078.85
6/28/14 04:59,25183.58
6/28/14 05:59,26480.8
6/28/14 06:59,27590.73
6/28/14 07:59,29300.82
6/28/14 08:59,33587.19
6/28/14 09:59,36600.86
6/28/14 10:59,41510.11
6/28/14 11:59,45138.9
6/28/14 12:59,40091.65
6/28/14 13:59,32269.4
6/28/14 14:59,28749.83
6/28/14 15:59,27817.58
6/28/14 16:59,28850.81
6/28/14 17:59,31296.67
6/28/14 18:59,35575.34
6/28/14 19:59,40575.11
6/28/14 20:59,43587.68
6/28/14 21:59,35676.07
6/28/14 22:59,28000.69
6/28/14 23:59,25932.56
6/29/14 00:59,24159.14
6/29/14 01:59,22935.01
6/29/14 02:59,23142.53
6/29/14 03:59,24714.85
6/29/14 04:59,25014.04
6/29/14 05:59,25866.34
6/29/14 06:59,25675.29
6/29/14 07:59,24987.78
6/29/14 08:59,32123.48
6/29/14 09:59,34063.49
6/29/14 10:59,36389.86
6/29/14 11:59,37113.17
6/29/14 12:59,37482.56
6/29/14 13:59,36323.75
6/29/14 14:59,36686.82
6/29/14 15:59,43656.99
6/29/14 16:59,57519.2
6/29/14 17:59,65528
6/29/14 18:59,61426.57
6/29/14 19:59,52192.9
6/29/14 20:59,24923.93
6/29/14 21:59,22940.34
6/29/14 22:59,24582.21
6/29/14 23:59,24495.18
6/30/14 00:59,23452.06
6/30/14 01:59,22145.13
6/30/14 02:59,24094.81
6/30/14 03:59,25143.92
6/30/14 04:59,26313.09
6/30/14 05:59,28092.53
6/30/14 06:59,28004.24
6/30/14 07:59,26120.38
6/30/14 08:59,26566.46
6/30/14 09:59,25912.51
6/30/14 10:59,28440.44
6/30/14 11:59,32824.55
6/30/14 12:59,33650.35
6/30/14 13:59,34569.03
6/30/14 14:59,33414.9
6/30/14 15:59,33794.28
6/30/14 16:59,43181.44
6/30/14 17:59,54144.05
6/30/14 18:59,54408.87
6/30/14 19:59,51044.34
6/30/14 20:59,27020
6/30/14 21:59,24013.32
6/30/14 22:59,23128.1
6/30/14 23:59,20709.83
7/1/14 00:59,21054.16
7/1/14 01:59,20832.37
7/1/14 02:59,21536.31
7/1/14 03:59,22256.71
7/1/14 04:59,21701.51
7/1/14 05:59,21691.74
7/1/14 06:59,21499.78
7/1/14 07:59,22066.52
7/1/14 08:59,24971.17
7/1/14 09:59,29493.8
7/1/14 10:59,32772.44
7/1/14 11:59,35666.04
7/1/14 12:59,36134.65
7/1/14 13:59,36183.83
7/1/14 14:59,36298.86
7/1/14 15:59,43213.5
7/1/14 16:59,55304.06
7/1/14 17:59,64682.47
7/1/14 18:59,63332.01
7/1/14 19:59,54364.85
7/1/14 20:59,27595.52
7/1/14 21:59,24268.39
7/1/14 22:59,23903.78
7/1/14 23:59,22514.51
7/2/14 00:59,21264.78
7/2/14 01:59,21538.82
7/2/14 02:59,22233.4
7/2/14 03:59,22430.63
7/2/14 04:59,21740.9
7/2/14 05:59,21583.63
7/2/14 06:59,21702.14
7/2/14 07:59,21443.33
7/2/14 08:59,25668.03
7/2/14 09:59,30655.64
7/2/14 10:59,34077.33
7/2/14 11:59,36186.1
7/2/14 12:59,36734.49
7/2/14 13:59,36772.53
7/2/14 14:59,37407.21
7/2/14 15:59,42998.61
7/2/14 16:59,54844.68
7/2/14 17:59,64255.43
7/2/14 18:59,64248.27
7/2/14 19:59,56814.01
7/2/14 20:59,26604.4
7/2/14 21:59,23548.54
7/2/14 22:59,23475.17
7/2/14 23:59,22512.69
7/3/14 00:59,21465.03
7/3/14 01:59,21520.15
7/3/14 02:59,21778.55
7/3/14 03:59,21613.6
7/3/14 04:59,20640.87
7/3/14 05:59,21307.77
7/3/14 06:59,21335.63
7/3/14 07:59,21814.34
7/3/14 08:59,24298.47
7/3/14 09:59,27569.33
7/3/14 10:59,31210.06
7/3/14 11:59,33471.44
7/3/14 12:59,34606.85
7/3/14 13:59,34452.04
7/3/14 14:59,35722.08
7/3/14 15:59,42539.6
7/3/14 16:59,55385.91
7/3/14 17:59,65534.5
7/3/14 18:59,65678.93
7/3/14 19:59,56798.7
7/3/14 20:59,27144.73
7/3/14 21:59,24681.62
7/3/14 22:59,23558.92
7/3/14 23:59,21897.33
7/4/14 00:59,20666.61
7/4/14 01:59,20624.74
7/4/14 02:59,19873.97
7/4/14 03:59,20496.03
7/4/14 04:59,17818.23
7/4/14 05:59,18061.46
7/4/14 06:59,17963.97
7/4/14 07:59,18305.32
7/4/14 08:59,21608.17
7/4/14 09:59,26372.44
7/4/14 10:59,31719.99
7/4/14 11:59,36912.57
7/4/14 12:59,38960.43
7/4/14 13:59,32985.66
7/4/14 14:59,32426.18
7/4/14 15:59,38608.96
7/4/14 16:59,50651.89
7/4/14 17:59,61723.95
7/4/14 18:59,63939.77
7/4/14 19:59,57434.23
7/4/14 20:59,27425.37
7/4/14 21:59,23663.53
7/4/14 22:59,22422.47
7/4/14 23:59,20612.07
7/5/14 00:59,18992.02
7/5/14 01:59,19095.56
7/5/14 02:59,18970.24
7/5/14 03:59,19791.84
7/5/14 04:59,16772.65
7/5/14 05:59,17816.75
7/5/14 06:59,17403.65
7/5/14 07:59,17909.68
7/5/14 08:59,21018.94
7/5/14 09:59,25023.08
7/5/14 10:59,29025.52
7/5/14 11:59,31626.1
7/5/14 12:59,32723.53
7/5/14 13:59,32708.88
7/5/14 14:59,34226.69
7/5/14 15:59,41081.43
7/5/14 16:59,53147.95
7/5/14 17:59,63384.85
7/5/14 18:59,64085.64
7/5/14 19:59,56694.78
7/5/14 20:59,26893.3
7/5/14 21:59,23729.83
7/5/14 22:59,22830.05
7/5/14 23:59,21016.29
7/6/14 00:59,19415.24
7/6/14 01:59,19421.31
7/6/14 02:59,18753.07
7/6/14 03:59,20076.29
7/6/14 04:59,18050.45
7/6/14 05:59,19040
7/6/14 06:59,19618.62
7/6/14 07:59,20229.16
7/6/14 08:59,23708.76
7/6/14 09:59,28162.29
7/6/14 10:59,31147.81
7/6/14 11:59,32701.2
7/6/14 12:59,32859.39
7/6/14 13:59,33324.67
7/6/14 14:59,35606.91
7/6/14 15:59,42215.62
7/6/14 16:59,53248.55
7/6/14 17:59,64538.28
7/6/14 18:59,65630.61
7/6/14 19:59,57332.07
7/6/14 20:59,28011.39
7/6/14 21:59,25367.22
7/6/14 22:59,24667.24
7/6/14 23:59,22995.73
7/7/14 00:59,21886.87
7/7/14 01:59,21526.1
7/7/14 02:59,20915.08
7/7/14 03:59,21735.64
7/7/14 04:59,19902.46
7/7/14 05:59,20515.39
7/7/14 06:59,21439.47
7/7/14 07:59,21895.84
7/7/14 08:59,24922.6
7/7/14 09:59,28881.76
7/7/14 10:59,32143.47
7/7/14 11:59,33602.09
7/7/14 12:59,34874.62
7/7/14 13:59,34450.09
7/7/14 14:59,35975.64
7/7/14 15:59,42427.47
7/7/14 16:59,54658.14
7/7/14 17:59,66245.09
7/7/14 18:59,67132.86
7/7/14 19:59,59334.56
7/7/14 20:59,29196.03
7/7/14 21:59,26072.04
7/7/14 22:59,25412.54
7/7/14 23:59,23739.32
7/8/14 00:59,21771.96
7/8/14 01:59,21336.78
7/8/14 02:59,21081.41
7/8/14 03:59,21566.46
7/8/14 04:59,19952.06
7/8/14 05:59,21102.84
7/8/14 06:59,21570.22
7/8/14 07:59,22810.17
7/8/14 08:59,26875.67
7/8/14 09:59,31129.81
7/8/14 10:59,33965.41
7/8/14 11:59,36264.92
7/8/14 12:59,36035.08
7/8/14 13:59,35354.33
7/8/14 14:59,35973.82
7/8/14 15:59,41049.15
7/8/14 16:59,51614.06
7/8/14 17:59,63108.59
7/8/14 18:59,66323.52
7/8/14 19:59,59907.27
7/8/14 20:59,30000.41
7/8/14 21:59,26835.26
7/8/14 22:59,25928.61
7/8/14 23:59,24842.96
7/9/14 00:59,23016.37
7/9/14 01:59,21842.98
7/9/14 02:59,22183.93
7/9/14 03:59,23275.39
7/9/14 04:59,21451.77
7/9/14 05:59,22520.21
7/9/14 06:59,23432.48
7/9/14 07:59,24071.03
7/9/14 08:59,27509.3
7/9/14 09:59,31506.83
7/9/14 10:59,31666.19
7/9/14 11:59,33490.39
7/9/14 12:59,35427.1
7/9/14 13:59,36431.45
7/9/14 14:59,36338.7
7/9/14 15:59,41171.79
7/9/14 16:59,52686.72
7/9/14 17:59,63232.17
7/9/14 18:59,66271.75
7/9/14 19:59,60528.32
7/9/14 20:59,31504.84
7/9/14 21:59,27916.8
7/9/14 22:59,26332.1
7/9/14 23:59,24375.59
7/10/14 00:59,22733.16
7/10/14 01:59,21568.57
7/10/14 02:59,21104.16
7/10/14 03:59,22100.85
7/10/14 04:59,19582.68
7/10/14 05:59,21036.93
7/10/14 06:59,21962.12
7/10/14 07:59,22587.02
7/10/14 08:59,25921.51
7/10/14 09:59,21578.87
7/10/14 10:59,33107.38
7/10/14 11:59,35611.96
7/10/14 12:59,36077.34
7/10/14 13:59,35534.04
7/10/14 14:59,35148.55
7/10/14 15:59,40206.57
7/10/14 16:59,51187.68
7/10/14 17:59,62394.95
7/10/14 18:59,65842.93
7/10/14 19:59,60092.28
7/10/14 20:59,31023.66
7/10/14 21:59,27259.07
7/10/14 22:59,25393.98
7/10/14 23:59,23463.68
7/11/14 00:59,21400.13
7/11/14 01:59,20258.38
7/11/14 02:59,20423.18
7/11/14 03:59,21159.61
7/11/14 04:59,18413.85
7/11/14 05:59,19378.73
7/11/14 06:59,19118.47
7/11/14 07:59,19020.39
7/11/14 08:59,22792.17
7/11/14 09:59,27477.79
7/11/14 10:59,33220.15
7/11/14 11:59,37924.13
7/11/14 12:59,39706.88
7/11/14 13:59,35139.65
7/11/14 14:59,33558.02
7/11/14 15:59,39741.9
7/11/14 16:59,51125.97
7/11/14 17:59,61945.78
7/11/14 18:59,64387.29
7/11/14 19:59,58951.81
7/11/14 20:59,30514.53
7/11/14 21:59,27233.59
7/11/14 22:59,24742.35
7/11/14 23:59,22685.95
7/12/14 00:59,20788.74
7/12/14 01:59,19601.61
7/12/14 02:59,19835.93
7/12/14 03:59,20876.96
7/12/14 04:59,19067.37
7/12/14 05:59,19943.47
7/12/14 06:59,19745.04
7/12/14 07:59,20121.58
7/12/14 08:59,22934.99
7/12/14 09:59,26278.52
7/12/14 10:59,29612.24
7/12/14 11:59,31555.99
7/12/14 12:59,33470.14
7/12/14 13:59,33313.98
7/12/14 14:59,34480.04
7/12/14 15:59,38942.54
7/12/14 16:59,49413.83
7/12/14 17:59,60680.84
7/12/14 18:59,63441.41
7/12/14 19:59,58977
7/12/14 20:59,30582.23
7/12/14 21:59,27534
7/12/14 22:59,25582.5
7/12/14 23:59,23690.41
7/13/14 00:59,21604.03
7/13/14 01:59,20589.04
7/13/14 02:59,20390.76
7/13/14 03:59,21369.01
7/13/14 04:59,19658.26
7/13/14 05:59,20778.26
7/13/14 06:59,20814.07
7/13/14 07:59,21927.13
7/13/14 08:59,25454.81
7/13/14 09:59,28791.5
7/13/14 10:59,31731.44
7/13/14 11:59,33841.04
7/13/14 12:59,34821.56
7/13/14 13:59,34424.19
7/13/14 14:59,34463.2
7/13/14 15:59,38903.97
7/13/14 16:59,49995.29
7/13/14 17:59,61421.61
7/13/14 18:59,64682.97
7/13/14 19:59,59432.13
7/13/14 20:59,30281.61
7/13/14 21:59,27394.95
7/13/14 22:59,25576.38
7/13/14 23:59,24228.12
7/14/14 00:59,22301.87
7/14/14 01:59,20986.47
7/14/14 02:59,20934.32
7/14/14 03:59,21779.33
7/14/14 04:59,20131.34
7/14/14 05:59,21375.54
7/14/14 06:59,21637.3
7/14/14 07:59,22293.64
7/14/14 08:59,26165.15
7/14/14 09:59,28062.43
7/14/14 10:59,29210.59
7/14/14 11:59,31019.8
7/14/14 12:59,32795.83
7/14/14 13:59,32598.42
7/14/14 14:59,31509.01
7/14/14 15:59,37240.64
7/14/14 16:59,48831.81
7/14/14 17:59,59185.7
7/14/14 18:59,63183.59
7/14/14 19:59,60192.17
7/14/14 20:59,27943.27
7/14/14 21:59,24603.21
7/14/14 22:59,25912.46
7/14/14 23:59,24185.91
7/15/14 00:59,22533.64
7/15/14 01:59,22145.81
7/15/14 02:59,21872.63
7/15/14 03:59,23400.7
7/15/14 04:59,21790.1
7/15/14 05:59,22803.21
7/15/14 06:59,22446.68
7/15/14 07:59,22041.26
7/15/14 08:59,24917.35
7/15/14 09:59,27716.43
7/15/14 10:59,30985.17
7/15/14 11:59,32432.91
7/15/14 12:59,32128.95
7/15/14 13:59,32358.04
7/15/14 14:59,32643.56
7/15/14 15:59,38315.21
7/15/14 16:59,49193.06
7/15/14 17:59,59840.27
7/15/14 18:59,63460
7/15/14 19:59,57463.93
7/15/14 20:59,28006.9
7/15/14 21:59,24763.4
7/15/14 22:59,23591.5
7/15/14 23:59,22555.95
7/16/14 00:59,21248.68
7/16/14 01:59,20082.65
7/16/14 02:59,20970.58
7/16/14 03:59,21720.62
7/16/14 04:59,21244.29
7/16/14 05:59,22953.99
7/16/14 06:59,23362.06
7/16/14 07:59,21312.81
7/16/14 08:59,24598.36
7/16/14 09:59,29890.2
7/16/14 10:59,31621.92
7/16/14 11:59,32996.34
7/16/14 12:59,34120.42
7/16/14 13:59,34016.97
7/16/14 14:59,34740.53
7/16/14 15:59,39309.16
7/16/14 16:59,49778.18
7/16/14 17:59,61164.13
7/16/14 18:59,64297.1
7/16/14 19:59,58176.31
7/16/14 20:59,27388.91
7/16/14 21:59,24141.69
7/16/14 22:59,24035.44
7/16/14 23:59,22905.09
7/17/14 00:59,21405.36
7/17/14 01:59,20770.9
7/17/14 02:59,20803.45
7/17/14 03:59,22473.35
7/17/14 04:59,20549.22
7/17/14 05:59,20869.43
7/17/14 06:59,20759.99
7/17/14 07:59,20918.99
7/17/14 08:59,23884.5
7/17/14 09:59,28029.61
7/17/14 10:59,29218.06
7/17/14 11:59,30992.26
7/17/14 12:59,33030.15
7/17/14 13:59,33620.18
7/17/14 14:59,34721.68
7/17/14 15:59,39395.15
7/17/14 16:59,48784.7
7/17/14 17:59,59075.15
7/17/14 18:59,62721.37
7/17/14 19:59,57667.35
7/17/14 20:59,28338.65
7/17/14 21:59,26084.22
7/17/14 22:59,25953.31
7/17/14 23:59,24274.24
7/18/14 00:59,21192.51
7/18/14 01:59,19807.91
7/18/14 02:59,19489.19
7/18/14 03:59,20714.1
7/18/14 04:59,18131.15
7/18/14 05:59,18672.35
7/18/14 06:59,18170.29
7/18/14 07:59,17625.29
7/18/14 08:59,20673.49
7/18/14 09:59,24869.3
7/18/14 10:59,29093.06
7/18/14 11:59,31715.86
7/18/14 12:59,24737.64
7/18/14 13:59,28922.67
7/18/14 14:59,27513.4
7/18/14 15:59,32642.76
7/18/14 16:59,40394.66
7/18/14 17:59,49764.47
7/18/14 18:59,54188.87
7/18/14 19:59,49156.53
7/18/14 20:59,25180.13
7/18/14 21:59,20746.16
7/18/14 22:59,20288.25
7/18/14 23:59,19644.01
7/19/14 00:59,19338.29
7/19/14 01:59,20873.48
7/19/14 02:59,22029.87
7/19/14 03:59,23054.27
7/19/14 04:59,22652.85
7/19/14 05:59,23606.42
7/19/14 06:59,23294.06
7/19/14 07:59,22303.02
7/19/14 08:59,24325.55
7/19/14 09:59,27822.47
7/19/14 10:59,23630.8
7/19/14 11:59,29049.34
7/19/14 12:59,34389.86
7/19/14 13:59,34358.27
7/19/14 14:59,30189.63
7/19/14 15:59,33089.6
7/19/14 16:59,40679.3
7/19/14 17:59,50765.26
7/19/14 18:59,52814.71
7/19/14 19:59,46453.38
7/19/14 20:59,22902.97
7/19/14 21:59,22293.86
7/19/14 22:59,19573.23
7/19/14 23:59,18428.42
7/20/14 00:59,18032.49
7/20/14 01:59,19497.49
7/20/14 02:59,20660.27
7/20/14 03:59,22635.12
7/20/14 04:59,23679.78
7/20/14 05:59,25458.78
7/20/14 06:59,24895.92
7/20/14 07:59,23996.69
7/20/14 08:59,26019.21
7/20/14 09:59,29041.41
7/20/14 10:59,31853.85
7/20/14 11:59,35571.39
7/20/14 12:59,37607.5
7/20/14 13:59,37198.77
7/20/14 14:59,32612.12
7/20/14 15:59,34675.87
7/20/14 16:59,42038.01
7/20/14 17:59,51803.03
7/20/14 18:59,54893.34
7/20/14 19:59,48975.75
7/20/14 20:59,24010.09
7/20/14 21:59,22765.58
7/20/14 22:59,21094.82
7/20/14 23:59,20690.69
7/21/14 00:59,19753.72
7/21/14 01:59,19288.11
7/21/14 02:59,20219.3
7/21/14 03:59,21111.57
7/21/14 04:59,21710.45
7/21/14 05:59,23283.18
7/21/14 06:59,23389.43
7/21/14 07:59,22829.62
7/21/14 08:59,25120.72
7/21/14 09:59,29848.01
7/21/14 10:59,32535.91
7/21/14 11:59,35800.67
7/21/14 12:59,38190.36
7/21/14 13:59,38694.45
7/21/14 14:59,32959.84
7/21/14 15:59,35737.73
7/21/14 16:59,43880.14
7/21/14 17:59,54107.58
7/21/14 18:59,57394.3
7/21/14 19:59,52113.68
7/21/14 20:59,26881.93
7/21/14 21:59,25617.05
7/21/14 22:59,22963.83
7/21/14 23:59,21068.15
7/22/14 00:59,19977.84
7/22/14 01:59,20202.83
7/22/14 02:59,20926.69
7/22/14 03:59,21168.17
7/22/14 04:59,14660.48
7/22/14 05:59,15644.15
7/22/14 06:59,22718.4
7/22/14 07:59,22829.43
7/22/14 08:59,25660.79
7/22/14 09:59,27713.79
7/22/14 10:59,30107.84
7/22/14 11:59,31686.83
7/22/14 12:59,33789.58
7/22/14 13:59,34829.94
7/22/14 14:59,35944.38
7/22/14 15:59,40449.39
7/22/14 16:59,44967.77
7/22/14 17:59,54504.77
7/22/14 18:59,58880.62
7/22/14 19:59,53463.49
7/22/14 20:59,26065.54
7/22/14 21:59,23358.57
7/22/14 22:59,23093.7
7/22/14 23:59,22694.06
7/23/14 00:59,20205.35
7/23/14 01:59,19852.78
7/23/14 02:59,20037.74
7/23/14 03:59,20959.68
7/23/14 04:59,21629.71
7/23/14 05:59,22803.53
7/23/14 06:59,22225.28
7/23/14 07:59,20773.16
7/23/14 08:59,23433.42
7/23/14 09:59,26203.99
7/23/14 10:59,29251.73
7/23/14 11:59,31642.98
7/23/14 12:59,32627.37
7/23/14 13:59,34337.28
7/23/14 14:59,35112.74
7/23/14 15:59,38763.48
7/23/14 16:59,42604.81
7/23/14 17:59,51363.03
7/23/14 18:59,55480.34
7/23/14 19:59,50084.2
7/23/14 20:59,24466.17
7/23/14 21:59,22939.77
7/23/14 22:59,23331.33
7/23/14 23:59,21741.61
7/24/14 00:59,18647.6
7/24/14 01:59,18791.14
7/24/14 02:59,19293.64
7/24/14 03:59,19774.2
7/24/14 04:59,21439.1
7/24/14 05:59,23209.63
7/24/14 06:59,23454.1
7/24/14 07:59,22040.35
7/24/14 08:59,24604.86
7/24/14 09:59,28408.97
7/24/14 10:59,31704.91
7/24/14 11:59,34766.47
7/24/14 12:59,36687.7
7/24/14 13:59,36875.17
7/24/14 14:59,37691.24
7/24/14 15:59,40266.95
7/24/14 16:59,43617.79
7/24/14 17:59,51255.91
7/24/14 18:59,54996.38
7/24/14 19:59,49013.6
7/24/14 20:59,23727.65
7/24/14 21:59,21993.84
7/24/14 22:59,21955.86
7/24/14 23:59,21252.57
7/25/14 00:59,18988.6
7/25/14 01:59,17988.11
7/25/14 02:59,17875.64
7/25/14 03:59,18051.18
7/25/14 04:59,18562.69
7/25/14 05:59,20946.57
7/25/14 06:59,22385.2
7/25/14 07:59,22037.05
7/25/14 08:59,24131.14
7/25/14 09:59,26186.38
7/25/14 10:59,29443.75
7/25/14 11:59,34680.21
7/25/14 12:59,37997.01
7/25/14 13:59,35733.45
7/25/14 14:59,36954.7
7/25/14 15:59,40966.32
7/25/14 16:59,43853.18
7/25/14 17:59,51677.03
7/25/14 18:59,56516.63
7/25/14 19:59,49769.7
7/25/14 20:59,24079.67
7/25/14 21:59,23127.84
7/25/14 22:59,23403.51
7/25/14 23:59,22917.93
7/26/14 00:59,19900.71
7/26/14 01:59,18212.19
7/26/14 02:59,18113.19
7/26/14 03:59,18566.74
7/26/14 04:59,18838.87
7/26/14 05:59,19955.22
7/26/14 06:59,20391.86
7/26/14 07:59,19574.58
7/26/14 08:59,21736.56
7/26/14 09:59,24875.67
7/26/14 10:59,27534.03
7/26/14 11:59,30565.99
7/26/14 12:59,32716.95
7/26/14 13:59,34461.15
7/26/14 14:59,35836.74
7/26/14 15:59,39905.26
7/26/14 16:59,43184.37
7/26/14 17:59,52349.28
7/26/14 18:59,57504.56
7/26/14 19:59,53118.44
7/26/14 20:59,27255.57
7/26/14 21:59,25250.02
7/26/14 22:59,25086.3
7/26/14 23:59,23894.68
7/27/14 00:59,21074.73
7/27/14 01:59,19136.56
7/27/14 02:59,18422.95
7/27/14 03:59,18612.41
7/27/14 04:59,16541.15
7/27/14 05:59,17234.9
7/27/14 06:59,18972.69
7/27/14 07:59,21942.95
7/27/14 08:59,24762.13
7/27/14 09:59,26467.76
7/27/14 10:59,28768.61
7/27/14 11:59,31938.51
7/27/14 12:59,33307.5
7/27/14 13:59,34001.33
7/27/14 14:59,35105.49
7/27/14 15:59,38322.63
7/27/14 16:59,40684.9
7/27/14 17:59,50116.9
7/27/14 18:59,57034.05
7/27/14 19:59,52664.15
7/27/14 20:59,27598.06
7/27/14 21:59,28992
7/27/14 22:59,29530.06
7/27/14 23:59,27068.93
7/28/14 00:59,24715.32
7/28/14 01:59,23514.64
7/28/14 02:59,24255.73
7/28/14 03:59,22808.85
7/28/14 04:59,22411.78
7/28/14 05:59,24240.28
7/28/14 06:59,29794.46
7/28/14 07:59,29955.56
7/28/14 08:59,31781.18
7/28/14 09:59,32954.51
7/28/14 10:59,31687.85
7/28/14 11:59,26493.47
7/28/14 12:59,19929.36
7/28/14 13:59,16343.72
7/28/14 14:59,15339.08
7/28/14 15:59,16359.32
7/28/14 16:59,18520.68
7/28/14 17:59,18956.58
7/28/14 18:59,20138.96
7/28/14 19:59,21877.63
7/28/14 20:59,23665.8
7/28/14 21:59,19852.17
7/28/14 22:59,16402.12
7/28/14 23:59,13854.74
7/29/14 00:59,12218.3
7/29/14 01:59,11885.45
7/29/14 02:59,12978.61
7/29/14 03:59,14089.14
7/29/14 04:59,15078.5
7/29/14 05:59,16434.17
7/29/14 06:59,18017.25
7/29/14 07:59,21968.35
7/29/14 08:59,25777.08
7/29/14 09:59,28306.58
7/29/14 10:59,32497.98
7/29/14 11:59,34842.22
7/29/14 12:59,30533.27
7/29/14 13:59,22645.32
7/29/14 14:59,19524.91
7/29/14 15:59,20364.32
7/29/14 16:59,22414.78
7/29/14 17:59,22450.5
7/29/14 18:59,23640.2
7/29/14 19:59,26290.47
7/29/14 20:59,26242.14
7/29/14 21:59,21755.76
7/29/14 22:59,18043.1
7/29/14 23:59,15446.87
7/30/14 00:59,13983.66
7/30/14 01:59,13690.14
7/30/14 02:59,14945.21
7/30/14 03:59,16514.93
7/30/14 04:59,17775.37
7/30/14 05:59,19055.47
7/30/14 06:59,22177.49
7/30/14 07:59,25445.35
7/30/14 08:59,27113.24
7/30/14 09:59,29145.35
7/30/14 10:59,33943.84
7/30/14 11:59,37066.3
7/30/14 12:59,34293.01
7/30/14 13:59,27057.86
7/30/14 14:59,24316.78
7/30/14 15:59,24570.06
7/30/14 16:59,26055.53
7/30/14 17:59,27561.44
7/30/14 18:59,30410.78
7/30/14 19:59,34258.27
7/30/14 20:59,31596.49
7/30/14 21:59,24679.26
7/30/14 22:59,20022.14
7/30/14 23:59,17889.66
7/31/14 00:59,16271.81
7/31/14 01:59,16015.07
7/31/14 02:59,17356.01
7/31/14 03:59,18378.22
7/31/14 04:59,19185.8
7/31/14 05:59,19783.83
7/31/14 06:59,21009.73
7/31/14 07:59,24239.2
7/31/14 08:59,27289.84
7/31/14 09:59,30439.57
7/31/14 10:59,35391.03
7/31/14 11:59,39184.85
7/31/14 12:59,35830.51
7/31/14 13:59,29377.32
7/31/14 14:59,25649.38
7/31/14 15:59,25209.41
7/31/14 16:59,26747.49
7/31/14 17:59,29473.74
7/31/14 18:59,33142.86
7/31/14 19:59,35742.7
7/31/14 20:59,31942.41
7/31/14 21:59,23336.57
7/31/14 22:59,18940.18
7/31/14 23:59,18253.95
8/1/14 00:59,17920.77
8/1/14 01:59,18286.95
8/1/14 02:59,19535.94
8/1/14 03:59,20355.66
8/1/14 04:59,20157.84
8/1/14 05:59,19584.08
8/1/14 06:59,20291.54
8/1/14 07:59,22898.47
8/1/14 08:59,27091.73
8/1/14 09:59,30765.03
8/1/14 10:59,37295.78
8/1/14 11:59,42019.68
8/1/14 12:59,36924.46
8/1/14 13:59,28226.24
8/1/14 14:59,23432.15
8/1/14 15:59,23054.68
8/1/14 16:59,26208.33
8/1/14 17:59,31177.91
8/1/14 18:59,33685
8/1/14 19:59,33735.32
8/1/14 20:59,27536.75
8/1/14 21:59,22173.68
8/1/14 22:59,19855.97
8/1/14 23:59,14778.43
8/2/14 00:59,15673.27
8/2/14 01:59,17225.94
8/2/14 02:59,17882.75
8/2/14 03:59,18116.79
8/2/14 04:59,18836.36
8/2/14 05:59,20339.41
8/2/14 06:59,22014.74
8/2/14 07:59,24364.35
8/2/14 08:59,28547.72
8/2/14 09:59,36347.19
8/2/14 10:59,40362.76
8/2/14 11:59,42824.52
8/2/14 12:59,39904.21
8/2/14 13:59,34830.84
8/2/14 14:59,31371.65
8/2/14 15:59,30606.97
8/2/14 16:59,33304.34
8/2/14 17:59,37376.05
8/2/14 18:59,41083.25
8/2/14 19:59,41673.41
8/2/14 20:59,29737.27
8/2/14 21:59,22373.18
8/2/14 22:59,19814.85
8/2/14 23:59,18222.69
8/3/14 00:59,17549.43
8/3/14 01:59,17677.11
8/3/14 02:59,18208.29
8/3/14 03:59,18467.98
8/3/14 04:59,19390.33
8/3/14 05:59,21684.69
8/3/14 06:59,23293.8
8/3/14 07:59,25435.88
8/3/14 08:59,28450.57
8/3/14 09:59,32385.67
8/3/14 10:59,37201.35
8/3/14 11:59,39537.1
8/3/14 12:59,36684.26
8/3/14 13:59,31242.1
8/3/14 14:59,27746.43
8/3/14 15:59,27622.84
8/3/14 16:59,30851.71
8/3/14 17:59,37094.97
