,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2014-11-20,75530.66,71617.54,67571.1,66632.56,67817.76,70854.77,71849.05,78631.36,84301.31,86029.8,87630.46,87435.49,83917.77,75173.7,68531.67,64775.51,64942.38,70490.67,78813.82,84394.39,82308.64,76616.14,72093.71,67343.1
2014-11-21,62947.79,56887.97,55643.55,53533.7,54573.81,56636.59,60594.34,61943.47,61866.75,71888.76,77081.32,82643.82,84930.77,77539.93,66808.29,60286.65,57044.71,59490.98,65890.88,72818.61,70449.44,66774.95,61485.84,57450.93
2014-11-22,53366.22,54603.77,54758.19,54937.55,55031.31,56717.41,55924.26,57927.13,60425.02,65266.0,69067.16,74746.08,76417.39,72204.25,65056.44,58338.89,61778.47,62596.77,66303.76,70175.46,69785.0,65905.28,61375.31,57584.54
2014-11-23,58898.98,53908.98,51037.31,47354.45,51084.64,53195.73,57657.42,56202.23,59537.87,60814.64,64608.61,66914.19,68017.36,62718.99,59422.14,56748.03,58139.53,62647.1,70633.42,76829.07,70961.72,65642.44,60690.99,62362.79
2014-11-24,60669.38,58108.98,54743.61,53031.8,52852.33,54167.62,58221.54,56991.15,59231.38,61471.15,65210.18,68800.46,70613.14,67064.11,63046.52,59843.24,61311.89,66778.72,75206.95,79404.47,75064.0,69735.56,65230.58,61625.95
2014-11-25,58817.34,60873.27,57584.12,55318.5,55475.32,57653.38,59146.5,61643.87,65122.06,66601.67,72035.3,74919.09,76744.72,73372.04,68792.4,65673.55,66692.84,70122.95,77801.04,83765.39,79860.93,74694.69,70162.89,66379.58
2014-11-26,64168.38,61380.79,58302.97,55892.16,56043.72,54984.68,59983.28,63695.23,67567.75,75476.95,77708.24,76989.63,80339.77,75433.94,70021.15,69002.94,69937.83,73729.89,81548.33,88352.36,87704.0,84142.77,74438.09,68478.41
2014-11-27,67205.21,63966.74,57779.56,54510.08,54351.36,55197.7,59579.24,65043.1,69868.51,72275.09,75146.13,77165.34,77419.2,72385.29,67624.41,64355.37,65186.89,68662.43,75580.23,79691.24,78677.15,75735.27,72358.64,70671.33
2014-11-28,69555.93,66964.88,61244.03,58066.16,56920.57,58179.38,61297.77,63809.86,67825.27,74759.46,80860.56,87821.25,91178.9,84130.73,77396.26,71919.57,70625.71,72473.74,77649.08,84151.35,81239.08,75763.77,71990.11,70366.4
2014-11-29,68582.26,67000.57,63244.7,60253.04,59589.17,60746.45,64680.96,67932.31,71168.37,74735.39,78703.1,83552.6,85696.84,80527.07,76052.51,73201.83,73980.99,78304.29,86820.52,93620.07,87370.58,83515.56,78172.04,72753.08
2014-11-30,69843.54,67226.57,63590.97,61770.7,61329.18,65251.17,67157.02,72892.71,80783.93,83781.37,86633.57,88517.43,90460.59,85281.08,83085.98,81095.67,82013.36,85495.9,93899.3,100106.55,95659.02,91090.01,85800.13,81504.35
2014-12-01,73326.41,71160.65,69256.38,69266.22,70155.73,73073.71,81413.83,90409.27,95176.18,98457.59,104544.15,109867.7,112086.72,105442.63,102500.93,100969.71,106185.52,115446.18,124962.18,130332.57,121606.3,112351.34,103917.99,96000.74
2014-12-02,87200.39,80891.83,80858.81,80496.3,81336.37,84735.74,92976.15,102919.59,109181.42,111896.17,114471.14,116563.8,115059.23,107540.56,102574.42,101306.94,105495.51,113015.46,125334.14,131412.12,125154.3,117134.59,108022.63,100570.87
2014-12-03,93647.93,87840.2,84688.77,84785.1,85163.23,88848.57,97431.92,106957.75,113032.97,116397.41,120886.69,121099.34,117276.8,106190.23,98256.3,94592.16,97745.39,105855.41,118364.55,125471.94,122825.43,115512.38,108246.88,100971.59
2014-12-04,94122.53,89488.23,85454.35,83251.51,84296.45,83794.73,94583.76,105098.08,110224.27,109359.77,113669.31,117074.24,113401.86,107767.62,102817.56,101447.75,105428.87,113540.07,124729.67,131430.72,128861.7,122979.26,115724.2,108078.01
2014-12-05,100450.39,94335.62,90548.58,89452.83,89574.96,91183.62,96696.34,102386.3,108259.23,117642.47,127434.21,133413.47,134668.15,125853.24,118872.95,115166.41,116865.5,120952.77,129163.86,137018.43,132087.17,125265.49,119149.77,112091.13
2014-12-06,105481.59,99568.45,95512.25,94786.9,95766.65,98711.19,105481.56,112550.81,118534.23,125795.56,129456.48,130908.2,129614.61,122551.59,116494.42,115645.12,119014.72,126887.09,139949.17,151636.09,147343.76,141084.61,133819.85,124925.9
2014-12-07,116586.72,111109.69,106574.48,104485.72,105031.82,108298.3,116418.33,128105.58,136831.44,141332.58,148911.41,154239.02,155905.09,149957.73,145089.9,136282.54,138729.82,145565.84,156930.42,174317.65,171855.85,165498.4,149426.86,144046.4
2014-12-08,135231.48,126984.96,121049.48,118706.4,119046.4,120765.54,127734.18,138023.25,146112.78,148881.3,150879.39,152002.1,148725.72,142354.54,140010.87,138486.84,142755.49,150682.76,163173.66,173623.64,171724.96,161854.35,151681.28,140889.14
2014-12-09,131481.65,124192.58,118771.03,117118.5,116949.21,118660.49,125449.17,137407.2,147184.26,152274.03,159446.39,167640.14,169583.59,167461.58,164163.44,162248.69,166658.35,172522.13,181975.83,192312.86,189021.49,179427.84,167834.18,155046.85
2014-12-10,144424.0,135351.47,128743.77,125803.04,125707.82,127358.92,134178.52,146591.25,156873.86,161853.86,158219.38,174281.3,170787.13,160678.51,156566.1,147993.3,147365.59,158569.76,168743.4,175655.25,174255.61,170176.42,162459.69,151659.21
2014-12-11,140752.19,132666.74,126111.22,122801.53,121818.36,123049.5,129748.97,141335.81,150184.01,153072.63,155772.73,157242.78,151818.11,141518.63,135439.04,132470.74,125044.87,131377.31,153689.84,162431.07,160586.04,156457.47,149902.72,142117.03
2014-12-12,133996.48,126724.52,121466.01,118419.12,116547.71,110891.78,121181.82,129665.61,137162.53,145593.38,150994.3,152574.05,150895.54,141827.59,131498.26,129135.19,130594.97,135355.69,147647.87,159252.4,154432.21,148093.85,142119.05,133544.36
2014-12-13,126503.95,121350.7,116859.12,113445.2,112358.94,112762.93,116903.41,123680.68,130649.08,135791.8,137501.98,137604.99,136508.18,131231.82,127413.23,128318.24,131658.81,137416.92,149254.04,159865.79,155509.84,147551.02,140786.46,131659.14
2014-12-14,124571.43,119748.53,114709.3,111064.14,109943.07,110848.27,116743.05,126306.03,133089.87,134859.7,139133.32,143221.7,143414.33,138070.31,133237.55,133108.74,137042.6,144530.78,155355.72,161636.41,156440.56,148947.06,141471.48,132402.07
2014-12-15,125667.09,120055.07,115895.83,112477.22,111518.25,112489.83,119084.85,128533.91,135587.16,137031.73,137496.63,137718.28,134932.29,126998.35,121957.98,119430.66,118673.01,128083.72,147071.27,154890.33,150074.91,142880.07,135497.17,128990.98
2014-12-16,123816.21,119216.66,114333.18,111720.33,110849.16,111431.12,117048.74,127322.07,136139.94,138828.42,144005.81,148070.55,147790.57,143863.25,142185.85,141390.6,145697.89,152367.1,162838.18,170858.55,165918.66,157461.56,148536.63,139864.94
2014-12-17,133593.18,121348.8,116277.91,116207.65,118921.38,119027.42,124293.0,133450.34,142106.07,143804.92,145330.78,146500.6,143072.51,136877.52,132760.89,131783.07,135305.18,142104.69,152935.04,160851.3,157707.23,150941.5,142490.34,133712.98
2014-12-18,127933.48,124047.4,120213.76,116700.86,115805.73,115666.83,120667.8,129975.4,137008.41,140669.37,141893.02,143997.45,143828.82,139231.3,135523.55,134348.41,137397.55,142888.18,152852.67,159229.98,155311.82,148302.61,139416.51,131423.49
2014-12-19,124534.8,119105.35,114571.25,111329.6,109606.54,109521.97,112960.01,118200.64,124775.53,133008.1,137907.75,140513.3,138554.53,128193.61,118083.84,114818.86,117366.64,122753.14,133749.11,143186.01,139310.77,131070.03,123100.65,115449.59
2014-12-20,110242.47,106681.29,104126.42,102111.41,101329.68,102195.9,106465.61,113120.02,119079.28,124199.42,125687.43,124384.86,121026.78,113070.5,107863.62,106173.5,109501.34,116172.54,129241.03,138665.29,133890.1,126678.87,120503.91,114319.88
2014-12-21,110020.56,106361.36,104069.65,99891.72,98776.36,99302.61,103606.09,111077.72,116584.01,121261.62,123515.94,124180.94,122796.36,115687.84,109763.96,108862.86,111210.86,117075.15,129180.73,139353.73,135718.3,128971.48,122649.16,115120.52
2014-12-22,110098.53,107382.56,104491.02,102858.24,102019.55,102336.33,107535.05,115381.36,120587.7,125711.76,123244.85,127898.94,125898.03,118965.97,112821.18,110850.85,114684.74,119996.63,127044.48,137032.36,133523.9,128031.61,121334.85,113371.37
2014-12-23,107852.37,102728.75,99450.93,96596.85,99185.26,97486.25,104175.32,112711.38,117914.36,121571.0,122502.52,126436.1,123503.47,115468.31,109012.99,103792.34,106312.95,117891.71,131132.13,142225.78,140777.98,135971.28,129269.92,120709.01
2014-12-24,113986.49,109617.64,105318.89,102813.95,102746.86,104049.93,109681.1,117893.95,124551.35,126837.83,123253.64,123548.54,121221.45,114433.73,110024.35,106661.34,108557.76,114303.34,126957.78,137089.73,136920.25,134308.89,127521.85,119232.96
2014-12-25,114179.03,109704.64,104111.2,101368.06,100628.35,101245.86,106141.59,115053.15,120904.07,125725.1,128284.99,128389.06,126381.26,121091.38,116222.65,114845.46,119294.74,124687.56,136505.18,143899.87,142554.43,137276.03,130412.77,122044.54
2014-12-26,115389.98,109505.21,104759.8,101621.89,100634.92,101558.03,105348.74,111856.38,117392.18,125622.11,131433.97,134532.98,134488.28,127636.32,121554.18,119937.2,122836.68,127919.01,136424.46,144208.76,141799.83,136294.2,130080.83,122114.16
2014-12-27,115992.28,111041.48,105705.11,103290.1,103169.38,104240.74,108287.35,115363.59,121528.55,128036.89,132814.73,134955.71,133979.15,128099.63,122427.42,121742.31,123030.0,128058.46,138578.07,146560.47,144844.02,138962.17,132956.26,125810.09
2014-12-28,124402.99,119541.38,115390.02,112787.53,111986.18,113179.21,118494.83,126369.88,132311.36,137894.62,141095.21,144140.71,144914.9,139952.06,136304.77,134535.35,139720.64,147844.77,157083.28,164700.57,162721.92,156235.37,147018.66,138946.49
2014-12-29,131432.57,125443.82,121555.56,118220.53,117363.51,118752.24,124777.01,132935.16,140577.6,147571.68,154216.86,160098.45,161579.92,159006.26,157155.57,156234.68,160362.36,166250.94,175038.03,181485.8,178872.91,172315.9,164467.37,154692.21
2014-12-30,145875.89,139724.08,134803.17,131739.03,130520.49,131838.89,137428.79,145848.56,154990.7,162819.96,168182.87,171711.53,171317.85,167289.85,164840.12,164457.67,165792.24,169367.76,177677.22,183941.51,182003.12,177027.86,169441.55,160775.09
2014-12-31,148677.11,136034.1,130409.3,126667.08,125065.72,125036.15,128313.97,138265.63,151386.44,163701.0,170654.81,176130.7,175094.95,168790.71,164483.33,161522.9,163192.17,167462.21,173946.18,178293.16,175839.5,169963.43,162203.84,152581.1
